股票代码,股票简称,开盘价,收盘价,最高价,最低价,成交量(股),涨跌幅(%),5日均线,10日均线,20日均线,30日均线,60日均线,MACD,BOLL上轨,BOLL中轨,BOLL下轨,kdj(k值),kdj(d值),kdj(j值),a股流通市值,所属行业,所属概念,买入信号,技术形态,上市天数
300575.SZ,中旗股份,61.61,60.8,61.79,60.22,1019479.0,-1.36,61.44,62.87,63.52,62.82,57.83,-1.63,68.40,63.52,58.64,12.68,20.88,-3.71,2090974300.0,化工-化学制品-农药,生物农药;年报预增;高送转,wr超卖||rsi底背离||skdj超卖,缩量||价跌量缩||回调缩量,849
603228.SH,景旺电子,61.23,61.12,61.98,59.85,1736414.0,-0.18,60.90,61.83,62.83,63.71,59.42,-0.99,66.85,62.83,58.81,36.11,34.48,39.36,5343997100.0,电子-半导体及元件-印制电路板,沪股通;OLED;柔性屏;机构重仓,周线cr金叉,缩量||价跌量缩||月线长下影线,832
603589.SH,口子窖,61.02,61.02,61.02,60.73,4063883.0,10.01,55.46,55.48,54.43,52.10,47.45,-0.05,59.34,54.43,49.51,62.08,51.81,82.61,36612000000.0,食品饮料-饮料制造-白酒,沪股通;白酒概念;MSCI预期,cci买入信号||mtm金叉||boll突破上轨,价升量缩||缩量||月线长下影线,1389
300757.SZ,罗博特科,60.2,58.14,60.58,57.96,2441600.0,-3.74,59.64,61.47,62.79,64.06,66.83,-0.96,67.74,62.79,57.84,9.83,16.34,-3.2,1162800000.0,机械设备-电气设备-电源设备,新股与次新股;光伏概念;工业4.0;高端装备,wr超卖||bias买入信号||rsi底背离,放量||阴线||价跌量升,100
603260.SH,合盛硅业,59.87,58.0,60.05,57.72,3682681.0,-2.7,58.16,59.74,59.94,59.11,55.09,-1.26,63.83,59.94,56.04,25.32,29.2,17.58,15128825000.0,有色金属-新材料-非金属新材料,新材料概念;白马股;沪股通;多晶硅;白炭黑;石墨电极;有机硅;年报预增;长三角一体化,月线cr金叉||月线dmi金叉,放量||价跌量缩||月线长下影线,535
300624.SZ,万兴科技,59.86,58.56,59.92,58.5,789029.0,-1.12,58.67,59.72,60.73,62.20,56.26,-1.12,65.40,60.73,56.06,22.45,25.36,16.63,2841330600.0,信息服务-计算机应用-软件开发及服务,智能家居;移动互联网;贸易战影响股;谷歌概念;物联网;深股通;国产软件,wr超卖||月线bias买入信号||月线cr金叉,缩量||价跌量缩||回调缩量,455
000860.SZ,顺鑫农业,59.57,62.26,63.48,59.03,11570775.0,3.94,59.70,59.23,58.73,55.17,47.99,-0.78,62.24,58.73,55.21,67.88,58.7,86.24,35524933000.0,食品饮料-饮料制造-白酒,强麦;猪肉收储;普麦;生物育种;生猪屠宰;老字号;融资融券;深股通;转融券标的;猪肉;白酒概念;年报预增;MSCI预期,cci买入信号||mtm金叉||boll突破上轨,价升量涨||缩量||阳线,7470
300529.SZ,健帆生物,59.57,60.06,60.99,58.8,1193900.0,0.82,58.32,58.76,58.78,57.15,50.75,-0.94,63.25,58.78,54.31,53.55,43.29,74.08,6440791800.0,医药生物-医疗器械服务-医疗器械Ⅲ,血液制品;深股通;医疗器械概念;横琴新区,周线行情收盘价上穿5日||周线rsi金叉,价升量缩||缩量||阳线,989
300752.SZ,隆利科技,59.54,58.56,59.58,58.48,1002300.0,-1.65,59.16,60.99,64.11,66.31,67.75,-1.26,72.48,64.11,55.75,12.34,17.27,2.5,1063759970.0,电子-光学光电子-LED,新股与次新股;年报预增;高送转预期,wr超卖||skdj超卖||kdj超卖,缩量||回调缩量||阴线,139
603019.SH,中科曙光,59.54,59.13,59.99,58.58,11105013.0,-0.29,59.28,60.45,61.40,60.91,51.65,-1.9,66.32,61.40,56.48,27.76,29.3,24.69,38024442000.0,信息设备-计算机设备-计算机设备Ⅲ,腾讯概念;量子通信;虚拟机器人;透明计算;雄安新区;GPU;沪股通;AI芯片;核高基;云计算;芯片概念;基因测序;参股新三板;人工智能;超级计算机;华为概念;网络安全;中科院系;创投;独角兽概念;MSCI预期;科创板IPO,dmi金叉,缩量||价跌量缩||月线长下影线,1624
603351.SH,威尔药业,59.5,58.55,59.98,58.35,1231812.0,-2.35,58.89,59.15,58.99,59.92,--,0.0,60.87,58.99,57.11,29.29,34.2,19.48,975835290.0,医药生物-化学制药-化学原料药,新股与次新股,wr超卖||月线skdj超卖||周线kdj超卖,缩量||价跌量缩||回调缩量,78
300763.SZ,锦浪科技,59.45,59.04,59.68,58.52,1590335.0,-0.67,59.05,60.93,61.45,--,--,-2.73,73.25,61.45,49.65,18.9,18.8,19.12,1180800000.0,机械设备-电气设备-电源设备,新股与次新股,kdj金叉||wr超卖||kdj低位钝化,缩量||价跌量缩||月线长下影线,30
600809.SH,山西汾酒,59.3,60.01,60.68,59.0,5708449.0,1.28,58.39,59.45,58.95,57.56,50.90,-1.04,62.45,58.95,55.45,37.23,36.14,39.4,51959554000.0,食品饮料-饮料制造-白酒,大消费;春节概念;老字号;融资融券;股权转让;沪股通;转融券标的;MSCI概念;山西国资改革;地方国资改革;白酒概念;年报预增,kdj金叉||cr金叉||rsi金叉,价升量涨||缩量||阳线,9233
300699.SZ,光威复材,59.26,59.4,60.5,59.26,1781773.0,0.0,59.28,60.10,58.80,54.91,48.30,-1.31,65.43,58.80,52.16,27.44,34.79,12.74,13648171000.0,化工-化工合成材料-其他纤维,新材料概念;航空航天;碳纤维;深股通;军民融合;军工;年报预增,月线roc买入信号,缩量||阳线||倒锤阳线,594
603501.SH,韦尔股份,59.0,56.9,59.0,56.57,3282082.0,-2.77,55.90,55.52,54.15,52.85,43.65,-0.39,60.20,54.15,48.10,54.52,52.86,57.84,7996463900.0,电子-半导体及元件-集成电路,芯片概念;传感器;芯片设计;集成电路概念;超清视频,周线行情收盘价上穿5日||周线rsi金叉||周线cci买入信号,强中选强||缩量||价跌量缩,714
000651.SZ,格力电器,58.46,59.5,60.1,58.16,96045516.0,3.55,57.29,54.35,50.27,48.74,44.89,2.01,60.94,50.27,39.61,90.24,83.08,104.56,355204040000.0,家用电器-白色家电-空调,央视财经50;融资融券;太阳能;深股通;转融券标的;MSCI概念;机器人概念;工业互联网;白马爆雷;广东国资改革;珠海国资改革;地方国资改革;智能家居;大消费;家用电器;宝能系;超级品牌;厚朴系;股权转让,月线boll突破上轨||月线macd金叉||月线cci买入信号,价升量涨||放量||阳线,8186
603939.SH,益丰药房,58.3,56.74,58.36,56.56,669720.0,-2.74,57.73,58.14,57.68,56.77,52.87,-0.71,60.43,57.68,54.94,31.25,41.92,9.89,20579295000.0,医药生物-医药商业-医药商业Ⅲ,沪股通;医药电商;机构重仓;白马股,wr超卖||月线macd金叉,缩量||价跌量缩||回调缩量,1521
603096.SH,新经典,58.14,60.0,60.28,57.51,683536.0,3.52,58.39,58.94,59.21,59.30,60.71,0.07,62.09,59.21,56.33,46.46,36.4,66.58,3235080000.0,信息服务-传媒-平面媒体,文化传媒;平面媒体,行情收盘价上穿5日||skdj金叉||kdj金叉,价升量涨||缩量||阳线,723
002812.SZ,恩捷股份,58.11,58.49,60.27,57.9,2553721.0,-0.17,56.77,56.81,59.07,60.65,56.17,-0.66,64.46,59.07,53.68,50.15,32.46,85.53,7431925100.0,化工-化学制品-其他化学制品,锂电池;深股通;锂电隔膜;年报预增;MSCI预期,周线mtm金叉||月线roc买入信号,缩量||阳线||价跌量缩,946
603883.SH,老百姓,57.95,57.69,58.5,57.45,652797.0,-0.71,58.05,59.33,60.44,61.10,56.21,-1.35,64.04,60.44,56.85,27.72,32.27,18.63,15403230000.0,医药生物-医药商业-医药商业Ⅲ,沪股通;医疗器械概念;医药电商;MSCI预期,月线bias买入信号,缩量||价跌量缩||回调缩量,1456
603156.SH,养元饮品,57.88,57.87,57.95,57.31,1494966.0,-0.16,57.83,58.21,56.76,53.93,49.14,-0.78,62.64,56.76,50.88,39.72,42.67,33.81,26431929000.0,食品饮料-饮料制造-软饮料,大消费;沪股通,月线macd金叉,缩量||价跌量缩||月线长下影线,430
600990.SH,四创电子,56.57,57.26,58.28,56.45,1802219.0,1.38,57.03,57.33,55.01,51.89,45.26,-0.8,63.25,55.01,46.76,42.75,48.04,32.17,7827558800.0,国防军工-国防军工-地面兵装,预警机;雷达;太赫兹;航天军工;军工改制;大飞机;电子信息;航空航天;卫星导航;新能源汽车;嫦娥概念;沪股通;贸易战影响股;安防;集成电路概念;国产航母;通用航空;军工;央企国资改革;中国电科系;白马股,行情收盘价上穿5日||月线macd金叉||月线cci买入信号,价升量缩||缩量||阳线,5456
603990.SH,麦迪科技,55.89,55.68,57.98,54.51,560473.0,-0.55,55.56,54.99,53.03,51.59,44.32,-0.36,58.77,53.03,47.30,67.08,66.33,68.57,3355945000.0,信息服务-计算机应用-软件开发及服务,互联网医疗,rsi金叉,缩量||上升通道||回调缩量,861
300571.SZ,平治信息,55.58,54.71,55.96,54.6,1996122.0,-1.44,54.84,56.08,57.86,58.93,52.14,-1.67,63.04,57.86,52.68,30.21,26.66,37.31,3771871500.0,信息服务-传媒-其他传媒,在线教育;手机游戏;数字阅读;文化传媒;网络媒体;白马股;深股通;年报预增,周线cr金叉,缩量||价跌量缩||月线长下影线,856
600536.SH,中国软件,55.48,55.8,58.5,54.66,31560372.0,0.11,55.46,56.71,57.22,54.07,39.64,-2.65,61.93,57.22,52.52,32.99,34.08,30.81,27596603000.0,信息服务-计算机应用-软件开发及服务,透明计算;智慧党建;央企控股;电子信息;去IOE;智能终端;云服务;融资融券;沪股通;核高基;转融券标的;云计算;网络安全;国产软件;中字头股票;央企国资改革;腾讯概念;智慧城市;证金持股,kdj金叉,价升量涨||缩量||阳线,6180
603816.SH,顾家家居,54.61,55.91,55.94,54.45,1958392.0,2.4,54.55,55.30,57.25,56.75,53.90,-1.13,62.28,57.25,52.22,36.07,26.01,56.19,4981682300.0,轻工制造-家用轻工-家具,大消费;恒大概念;智能家居;沪股通;电子商务,kdj金叉||rsi金叉||lwr买入信号,价升量涨||缩量||阳线,916
300308.SZ,中际旭创,54.18,53.63,54.88,53.33,2813650.0,-0.81,53.19,53.19,54.61,56.15,50.99,-0.6,59.07,54.61,50.15,43.42,35.83,58.58,11678191700.0,信息设备-通信设备-通信传输设备,小额贷款;节能环保;深股通;节能电机;光纤;5G;年报预增,周线cr金叉||月线mtm金叉,缩量||价跌量缩||月线长下影线,2564
603486.SH,科沃斯,54.13,54.71,54.94,54.01,848464.0,1.18,53.66,55.14,57.68,58.13,55.62,-1.35,63.89,57.68,51.48,25.95,20.84,36.17,2193871000.0,家用电器-白色家电-小家电,智能家居;服务机器人;新股与次新股;人工智能;家用电器;机器人概念;沪股通,rsi金叉||psy超卖,价升量涨||缩量||阳线,325
002831.SZ,裕同科技,54.1,54.29,54.88,53.65,1440858.0,0.56,53.61,54.15,55.59,55.12,51.09,-0.97,59.42,55.59,51.77,34.04,25.65,50.81,6481556800.0,轻工制造-包装印刷-包装印刷Ⅲ,环保包装;深股通;可降解塑料;高送转,月线dmi金叉,价升量缩||缩量||阳线,853
300738.SZ,奥飞数据,54.0,56.21,56.99,53.8,2234061.0,4.0,53.88,53.65,52.17,50.35,44.94,-0.17,57.61,52.17,46.73,55.17,47.32,70.87,1964314700.0,信息服务-计算机应用-软件开发及服务,灾备存储;云计算;网络安全;大数据;边缘计算;高送转,cci买入信号||kdj金叉||rsi金叉,价升量涨||放量||阳线,454
603871.SH,嘉友国际,53.71,52.03,53.99,51.9,840922.0,-1.74,52.52,52.65,51.94,50.08,44.12,-0.89,55.34,51.94,48.53,48.88,47.31,52.02,1456840000.0,交通运输-物流-物流Ⅲ,一带一路;航运港口;白马股;中非合作;沪股通,月线cci买入信号||月线dmi金叉,缩量||价跌量缩||月线长下影线,436
300601.SZ,康泰生物,53.7,52.88,53.7,52.75,2956067.0,-1.62,53.13,53.89,52.69,49.86,42.37,-1.36,60.15,52.69,45.23,32.84,33.96,30.62,13401193800.0,医药生物-生物制品-生物制品Ⅲ,疫苗存储;禽流感;乙肝治疗;深股通;生物疫苗;年报预增;MSCI预期,kdj金叉,缩量||价跌量缩||月线长下影线,800
000333.SZ,美的集团,53.53,53.42,54.33,53.1,26587494.0,0.79,52.42,53.21,51.13,49.89,47.46,-0.13,56.79,51.13,45.48,45.85,50.15,37.24,344572030000.0,家用电器-白色家电-空调,超级品牌;MSCI概念;融资融券;深股通;央视财经50;转融券标的;工业机器人;智能家居;工业互联网;物联网平台层;人民币贬值受益;大消费;物联网;家用电器;机器人概念;证金持股,skdj金叉||rsi金叉||月线roc买入信号,价升量缩||缩量||阴线,2038
300579.SZ,数字认证,53.3,52.9,53.8,51.88,1999708.0,0.19,54.26,54.15,51.14,47.15,37.39,-1.4,61.69,51.14,40.59,35.95,47.07,13.72,2317513200.0,信息服务-计算机应用-软件开发及服务,移动支付;数字中国;区块链储备;区块链;北京国资改革;地方国资改革;知识产权保护;雄安新区;网络安全;高送转;国产软件,wr超卖,价升量缩||缩量||月线长下影线,846
300595.SZ,欧普康视,53.2,54.57,55.39,53.2,2183527.0,2.29,53.29,54.37,55.03,53.73,47.49,-1.51,60.59,55.03,49.47,31.64,28.32,38.29,7520856900.0,医药生物-医疗器械服务-医疗器械Ⅲ,眼科医疗;医疗器械概念;深股通;高送转,kdj金叉||dmi金叉||lwr买入信号,价升量涨||缩量||阳线,821
002935.SZ,天奥电子,53.03,52.83,54.87,52.81,2842512.0,-1.44,53.38,52.98,50.82,50.49,48.25,0.29,57.63,50.82,44.02,56.7,57.23,55.63,1408976100.0,国防军工-国防军工-航天装备,新股与次新股;军工;卫星导航;5G;中国电科系;央企国资改革;军民融合;华为概念;高送转预期,月线skdj超卖||周线mtm金叉||月线kdj超卖,缩量||价跌量缩||旗形,227
603379.SH,三美股份,52.9,52.19,52.98,52.1,6101285.0,-1.77,53.32,55.82,--,--,--,-0.39,--,--,--,6.53,6.91,5.77,3117505000.0,化工-化学制品-氟化工及制冷剂,新股与次新股;制冷剂,wr超卖||kdj低位钝化||skdj超卖,价跌量缩||阴线||阶段放量,16
603659.SH,璞泰来,52.89,52.4,53.45,52.25,905895.0,-1.98,51.80,51.76,52.88,53.22,50.70,-0.34,55.91,52.88,49.85,43.55,34.03,62.6,10119444400.0,电子-其他电子-其他电子Ⅲ,新能源;沪股通;锂电隔膜;负极材料;新能源汽车;锂电池;宁德时代概念;白马股,周线cr金叉||周线rsi金叉||周线mtm金叉,缩量||价跌量缩||月线长下影线,531
603185.SH,上机数控,52.71,52.09,52.88,52.03,1578771.0,-1.62,52.66,53.08,53.63,54.77,55.07,-0.2,55.77,53.63,51.49,22.9,27.47,13.75,1640835000.0,机械设备-电气设备-电源设备,新股与次新股;白马股;光伏概念;工业4.0;高送转预期,wr超卖||月线skdj超卖||月线kdj超卖,缩量||价跌量缩||回调缩量,111
002913.SZ,奥士康,52.6,52.78,53.95,52.5,2601520.0,0.53,51.80,51.55,52.95,53.85,49.74,-0.41,56.89,52.95,49.01,55.7,39.53,88.06,1900766100.0,电子-半导体及元件-印制电路板,富士康概念;小米概念;5G;通信基站;汽车电子;深股通,cr金叉,价升量缩||缩量||阳线,503
603297.SH,永新光学,52.55,51.67,52.7,51.45,1318058.0,-1.68,52.11,53.02,54.78,55.65,51.25,-1.36,60.10,54.78,49.46,16.44,18.85,11.62,1085070000.0,电子-光学光电子-光学元件,新股与次新股;超清视频;高送转预期,wr超卖||kdj低位钝化||skdj超卖,缩量||回调缩量||阴线,220
603187.SH,海容冷链,52.4,52.28,53.17,52.03,2591619.0,-0.93,50.93,50.15,48.87,48.98,47.79,0.77,52.67,48.87,45.08,75.23,69.28,87.15,1045600000.0,机械设备-通用设备-制冷空调设备,新股与次新股;冷链物流,周线roc买入信号||月线skdj超卖||月线kdj超卖,放量||价跌量缩||阴线,140
603866.SH,桃李面包,52.24,51.85,52.24,51.55,588894.0,-0.25,52.12,53.59,55.10,54.83,53.19,-1.33,59.38,55.10,50.82,15.97,18.14,11.64,24401958000.0,食品饮料-食品加工制造-食品综合,沪股通,wr超卖||skdj超卖||kdj超卖,缩量||价跌量缩||回调缩量,1213
300653.SZ,正海生物,52.12,52.1,52.47,51.8,570200.0,-0.08,51.85,53.08,54.72,55.36,53.37,-0.96,58.91,54.72,50.54,23.76,21.74,27.8,2254888000.0,医药生物-生物制品-生物制品Ⅲ,--,kdj金叉||lwr买入信号||周线cr金叉,缩量||价跌量缩||回调缩量,702
300523.SZ,辰安科技,51.95,50.91,52.08,50.61,929492.0,-2.04,51.37,52.47,53.29,53.34,51.81,-0.81,56.78,53.29,49.79,19.57,26.69,5.33,5221645200.0,信息服务-计算机应用-软件开发及服务,高校;物联网;一带一路;安防;智慧城市;深股通;新基建,wr超卖||月线bias买入信号,缩量||回调缩量||阴线,996
002933.SZ,新兴装备,51.39,50.51,51.39,50.5,1650962.0,-1.75,50.93,52.63,54.09,53.91,49.94,-1.56,59.46,54.09,48.71,15.77,19.5,8.31,1482468500.0,国防军工-国防军工-航空装备,新股与次新股;军工;高端装备;军民融合;航空航天;阅兵,wr超卖||skdj超卖||kdj超卖,缩量||回调缩量||阴线,233
002773.SZ,康弘药业,50.18,53.06,53.35,49.51,3518691.0,5.72,50.52,50.74,50.79,49.67,44.65,-0.64,53.72,50.79,47.85,54.86,44.37,75.84,25285473000.0,医药生物-化学制药-化学制剂,生物医药;深股通;创新药;医保目录;MSCI预期,kdj金叉||rsi金叉||boll突破中轨,价升量涨||放量||阳线,1392
000423.SZ,东阿阿胶,49.78,49.15,49.98,49.08,3562190.0,-1.23,49.40,49.65,48.71,48.21,45.77,-0.22,51.28,48.71,46.15,32.86,44.88,8.84,32137578000.0,医药生物-中药-中药Ⅲ,奢侈品;老字号;电子商务;医疗改革;MSCI概念;大消费;超级品牌;融资融券;深股通;中医药;转融券标的;央视财经50;医保目录;保健品;安邦系,wr超卖,缩量||价跌量缩||回调缩量,8298
300685.SZ,艾德生物,49.53,48.66,49.8,48.6,623661.0,-1.66,49.26,50.53,52.57,53.31,49.57,-1.46,57.47,52.57,47.68,21.07,21.39,20.44,4433003900.0,医药生物-生物制品-生物制品Ⅲ,抗癌;抗肿瘤;基因测序;深股通;分子诊断;体外诊断;医疗器械概念,wr超卖||psy超卖,缩量||价跌量缩||回调缩量,624
002832.SZ,比音勒芬,49.19,49.5,50.0,48.0,1340051.0,-0.78,48.20,48.24,46.19,43.93,39.46,-0.14,52.05,46.19,40.32,72.31,64.46,88.01,3910450500.0,纺织服装-服装家纺-其他服装,体育产业;深股通,周线boll突破上轨,放量||阳线||价跌量升,846
002892.SZ,科力尔,49.0,48.5,52.51,47.7,5107755.0,-8.49,51.96,52.33,52.59,49.75,40.40,-2.07,57.35,52.59,47.84,34.02,43.26,15.54,1277296000.0,机械设备-电气设备-电机,--,wr超卖||bias买入信号,放量||价跌量缩||阴线,609
002925.SZ,盈趣科技,48.8,47.43,48.8,47.38,2858338.0,-2.19,47.55,48.37,51.34,52.65,52.31,-0.96,58.06,51.34,44.62,22.27,18.04,30.75,7898070400.0,电子-电子制造-电子零部件制造,智能家居;虚拟现实;电子烟;智能穿戴;VR设备;白马股;汽车电子;国产软件;物联网;工业互联网;深股通;新基建;数字孪生,kdj超卖||周线bias买入信号||周线wr超卖,缩量||价跌量缩||月线长下影线,458
000028.SZ,国药一致,48.68,48.75,49.29,48.51,1015568.0,0.14,48.64,49.52,49.88,49.66,45.96,-0.9,52.03,49.88,47.72,30.19,32.03,26.51,15002537000.0,医药生物-医药商业-医药商业Ⅲ,单抗;抗癌;医疗改革;融资融券;深股通;转融券标的;医保目录;智能医疗;互联网医疗;MSCI预期,行情收盘价上穿5日||skdj金叉,价升量缩||缩量||阳线,9383
002932.SZ,明德生物,48.64,47.73,48.81,47.73,929602.0,-2.11,49.15,48.79,48.42,48.51,46.14,-0.27,50.78,48.42,46.05,44.55,55.7,22.24,794527280.0,医药生物-医疗器械服务-医疗器械Ⅲ,新股与次新股;医疗器械概念;体外诊断,wr超卖||月线cr金叉||月线skdj超卖,缩量||价跌量缩||回调缩量,282
300767.SZ,震安科技,48.42,51.4,53.78,47.8,7223356.0,5.13,49.96,49.16,--,--,--,2.04,--,--,--,53.14,47.1,65.21,1028000000.0,化工-化工合成材料-其他橡胶制品,新股与次新股;地震,行情收盘价上穿5日||周线kdj超卖||月线kdj超卖,价升量涨||阳线||长上影线,20
300742.SZ,越博动力,48.28,47.4,50.72,47.32,4288021.0,-1.88,46.32,45.87,45.00,45.12,43.23,0.52,48.31,45.00,41.68,65.41,63.9,68.43,930462000.0,交运设备-汽车零部件-汽车零部件Ⅲ,新股与次新股;雷达;电机电控;工业4.0;新能源汽车;无人驾驶;燃料电池;高送转预期,月线bias买入信号||周线boll突破上轨||周线行情收盘价上穿5日,放量||价跌量缩||阴线,345
